ID,ORG_NM,CNT_STATE,LATEST_STAGE_NM,PRE_PROCESSING_HEALTH,DART_GEN_HEALTH,DART_REVIEW_HEALTH,SPS_LOAD_HEALTH
154035033,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Red,Green,Red,Green
154028523,Practice Associates Atlantic Medical Group,NJ,STOPPED,Yellow,Green,Red,Green
154026946,NORTH RANGE BEHAVIORAL HEALTH,CO,STOPPED,Red,Green,Red,Green
154026947,Theraphysics Partners of Colorado Inc,CO,STOPPED,Green,Green,Yellow,Green
154026943,Cornerstone Pediatric Associates,CO,STOPPED,Green,Green,Red,Green
154024592,Mahaska Health Partnership,IA,STOPPED,Green,Red,Green,Green
154024589,"Cardiac EKG Interpretation, PC",NY,STOPPED,Green,Green,Red,Green
154019139,"MCHS HOSPITALS, INC.",WI,STOPPED,Green,Green,Red,Green
154017702,TMH PHYSICIAN ASSOCIATES PLLC,TX,STOPPED,Red,Green,Red,Green
154017703,Dignity Health Medical Network Santa Cruz,CA,STOPPED,Red,Green,Red,Green
154013095,"Night Lite Pediatric Center, LLC",FL,STOPPED,Green,Green,Green,Green
154013096,North East Medical Services,CA,STOPPED,Red,Red,Red,Green
153995975,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Yellow,Green
153985669,New Universe Acupuncture,CA,STOPPED,Green,Red,Red,Green
153976718,Mhs Physician Services,WI,STOPPED,Green,Yellow,Red,Green
153974486,Theraphysics Partners of Colorado Inc,CO,STOPPED,Green,Green,Yellow,Green
153971951,Dominion Health Medical Associates,VA,STOPPED,Green,Green,Yellow,Green
153961966,Froedtert And Mcw Community Physicians,WI,STOPPED,Yellow,Red,Red,Green
153951794,Piedmont Community Imaging,GA,STOPPED,Green,Green,Red,Green
153944178,Piedmont Community Imaging LLC,GA,STOPPED,Green,Green,Red,Green
153944175,Dartmouth Hitchcock,NH,STOPPED,Green,Green,Red,Green
153932507,Foundation Family Practice PLLC,TX,STOPPED,Yellow,Green,Red,Green
153932506,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
153925562,1st Choice Healthcare,AR,STOPPED,Green,Green,Red,Green
153925563,Gr&W Inc Harmony,WV,STOPPED,Green,Green,Red,Green
153918395,Shaw Andrea L,WA,STOPPED,Green,Green,Red,Green
153918393,Exceptional Primary And Preventive Care,VA,STOPPED,Green,Green,Red,Green
153917245,Radiology Physicians,OH,STOPPED,Green,Green,Red,Green
153912931,My Family Doc,NV,STOPPED,Yellow,Green,Red,Green
153912935,Redefine Healthcare,NJ,STOPPED,Green,Green,Red,Green
153906204,"Marshside Medical, LLC",GA,STOPPED,Green,Green,Red,Green
153904395,Saint Luke's Physician Group,MO,STOPPED,Green,Green,Green,Green
153895896,Patricia A Jackson MD,LA,STOPPED,Green,Green,Red,Green
153893883,Professional Anesthesia Services of Kentucky PLLC,KY,STOPPED,Green,Green,Red,Green
153887488,Shawnee Mission Medical Center,KS,STOPPED,Green,Green,Red,Green
153884440,Imaging Associates Of Indiana Pc,IN,STOPPED,Green,Green,Red,Green
153873741,Health First Privia Medical Group,FL,STOPPED,Red,Green,Red,Green
153871592,Attain Aba Ne,DC,STOPPED,Green,Green,Yellow,Green
153866970,Brain Health Usa,CO,STOPPED,Green,Green,Red,Green
153857606,Adventist Health Reedley,CA,STOPPED,Yellow,Green,Red,Green
153622511,CommunityCare IPA,CA,STOPPED,Green,Green,Red,Green
153622510,Carroll Hospital Center,MD,STOPPED,Yellow,Green,Red,Green
153556839,Public Hospital Dist No 1 Skagit,WA,STOPPED,Red,Green,Red,Green
153556837,"Genesis Physicians Group, Inc",TX,STOPPED,Green,Green,Red,Green
153547739,altamed health services,CA,STOPPED,Yellow,Green,Red,Green
153540908,7_NSLIJ_Northwell_Physician Vascular 202309241241223,NY,STOPPED,Red,Green,Red,Green
153540909,Medstar Medical Group Ii,MD,STOPPED,Green,Green,Red,Green
153531845,University of Washington Uw Medical Center,WA,STOPPED,Red,Green,Red,Green
153527628,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Yellow,Green,Red,Green
153527631,Regal Medical Group,CA,STOPPED,Yellow,Green,Red,Green
153521356,"Uplift Health Technologies, Inc.",VA,STOPPED,Green,Green,Red,Green
153516183,Carroll Hospital Center,MD,STOPPED,Yellow,Green,Red,Green
153513055,Childrens Mercy Community Choice Pediatrics,MO,STOPPED,Yellow,Green,Green,Green
153513053,Bienetre Medical PC,NY,STOPPED,Red,Green,Red,Green
153513051,Bienetre Medical PC,NY,STOPPED,Red,Green,Red,Green
153513056,Silverman Melinda A,CA,STOPPED,Red,Green,Yellow,Green
153493850,Cogent Healthcare of KY,KY,STOPPED,Green,Green,Red,Green
153493846,7_NSLIJ_Northwell Urgent Care PROGRAM CODES,NY,STOPPED,Red,Green,Red,Green
153484646,MemorialCare Medical Foundation,CA,STOPPED,Green,Green,Red,Green
153476239,MemorialCare Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
153456200,St Johns Medical Services PC,NY,STOPPED,Yellow,Green,Red,Green
153456204,Novella Infusion LLC,NH,STOPPED,Red,Green,Red,Green
153456202,Premier Physicians Network,CA,STOPPED,Red,Green,Red,Green
153447005,Franklin Pet Scan Center,TN,STOPPED,Yellow,Green,Red,Green
153447014,Maximum Functional Performance,KS,STOPPED,Red,Yellow,Red,Green
153447015,Centrality Behavior Support Training,IN,STOPPED,Yellow,Green,Green,Green
153443991,Hear Wisconsin,WI,STOPPED,Green,Green,Red,Green
153443994,"MCHS HOSPITALS, INC.",WI,STOPPED,Red,Red,Red,Green
153444016,MERCY CLINIC EAST COMMUNITIES,MO,STOPPED,Yellow,Green,Red,Green
153444019,Iowa Physicians Clinic Medical Foundation,IA,STOPPED,Green,Green,Red,Green
153444020,Iowa Physicians Clinic Medical Foundation,IA,STOPPED,Yellow,Green,Red,Green
153443997,Memorial Division of Orthopaedic Trauma,FL,STOPPED,Green,Green,Yellow,Green
153443999,Princeton Community Hospital Association,WV,STOPPED,Red,Green,Red,Green
153444001,Iowa Physicians Clinic Medical Foundation,IA,STOPPED,Green,Green,Red,Green
153444009,TEXAS HEALTH PHYSICIANS GROUP,TX,STOPPED,Green,Green,Red,Green
153444010,TEXAS HEALTH PHYSICIANS GROUP,TX,STOPPED,Green,Green,Red,Green
153440978,Sante Physicians IPA Medical Corp.,CA,STOPPED,Red,Green,Red,Green
153441001,Eliana Home Healthcare Agency,NV,STOPPED,Yellow,Green,Red,Green
153440986,Golden Years Nursing Home Inc,NATIONAL,STOPPED,Green,Green,Green,Green
153437586,Semmes-Murphey Clinic,TN,STOPPED,Red,Green,Red,Green
153437594,Montefiore Medical Center Faculty Practice,NY,STOPPED,Red,Green,Red,Green
153434678,Hospital Physician Services-Southeast Professional Corporation,GA,STOPPED,Yellow,Green,Green,Green
153434650,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
153434651,Elevated Family Care LLC,CO,STOPPED,Yellow,Green,Red,Green
153434662,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Red,Green,Red,Green
153434665,7_NSLIJ_Northwell_20251001281241001,NY,STOPPED,Green,Green,Red,Green
153434667,Pediatric Academic Association,OH,STOPPED,Green,Green,Red,Green
153434668,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Yellow,Green,Red,Green
153434672,"Reliant Home Health Care, LLC",NV,STOPPED,Green,Green,Red,Green
153431625,U M Otorhinolaryngology-Head & Neck Surgery,MD,STOPPED,Yellow,Green,Red,Green
153431628,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Yellow,Green,Red,Green
153431633,Piedmont Community Imaging,GA,STOPPED,Green,Green,Red,Green
153431664,Sante Physicians IPA Medical Corp.,CA,STOPPED,Green,Green,Red,Green
153431665,Verity Health,LA,STOPPED,Red,Green,Red,Green
153431641,Vanderbilt University Medical Center,TN,STOPPED,Red,Green,Red,Green
153428783,San Diego Physicians MG,CA,STOPPED,Green,Green,Red,Green
153428782,Piedmont Community Imaging LLC,GA,STOPPED,Green,Green,Red,Green
153428795,Childrens Medical Assoc PC,CT,STOPPED,Yellow,Green,Red,Green
153425887,North East Medical Services,CA,STOPPED,Green,Green,Red,Green
153425879,CHS November Rework,NY,STOPPED,Red,Green,Red,Green
153423490,Healthcare La IPA,CA,STOPPED,Red,Green,Red,Green
153423474,Sante Physicians IPA Medical Corp.,CA,STOPPED,Green,Green,Red,Green
153423477,CHS November Roster,NY,STOPPED,Yellow,Green,Red,Green
153423497,Ohio State University Hospital,OH,STOPPED,Red,Red,Red,Green
153423499,Medstar Medical Group Ii,MD,STOPPED,Red,Green,Red,Green
153423503,"East Harlem Council For Human Services, Inc.",NY,STOPPED,Yellow,Green,Red,Green
153420514,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
153420515,Rockford Health Physicians,WI,STOPPED,Yellow,Green,Red,Green
153420516,Alonso Medical Center PLLC,NV,STOPPED,Yellow,Green,Red,Green
153420520,Cooperative Healthcare Svcs,GA,STOPPED,Green,Green,Red,Green
153420499,Rockford Health Physicians,WI,STOPPED,Yellow,Green,Red,Green
153420512,Mhs Physician Services,WI,STOPPED,Red,Yellow,Red,Green
153418191,Dartmouth Hitchcock,NH,STOPPED,Red,Green,Red,Green
153418184,Prairie Pediatrics,CO,STOPPED,Red,Green,Red,Green
153418176,REHABCARE GROUP EAST INC,KY,STOPPED,Green,Green,Red,Green
153418180,Sante Physicians IPA Medical Corp.,CA,STOPPED,Green,Green,Red,Green
153415593,Forefront Telecare Medical Services PC,WV,STOPPED,Green,Green,Red,Green
153413152,Cardiovascular Institute of Los Robles Hospital and Medical Center,CA,STOPPED,Green,Green,Red,Green
153413164,Jmj Speech Language Solution,GA,STOPPED,Yellow,Green,Red,Green
153410622,Northern Light AR Gould Hospital,ME,STOPPED,Red,Green,Red,Green
153410626,SEBASTICOOK VALLEY HEALTH,ME,STOPPED,Red,Green,Red,Green
153410632,Healthy Kids R Us PC,GA,STOPPED,Yellow,Green,Yellow,Green
153408139,"Marshside Medical, LLC",GA,STOPPED,Green,Green,Red,Green
153408121,Optum Health Plan of California,CA,STOPPED,Red,Green,Red,Green
153408130,St Tammany Community Health Ctr,LA,STOPPED,Green,Green,Red,Green
153408119,Regal Medical Group,CA,STOPPED,Yellow,Green,Red,Green
153408147,MemorialCare Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
153404879,Imperial Health Holdings Medical Group,AZ,STOPPED,Green,Green,Yellow,Green
153382874,UC Irvine University Physicians & Surgeons,CA,STOPPED,Green,Green,Red,Green
153376588,True North Health Navigation,CO,STOPPED,Green,Green,Red,Green
153376587,"Night Lite Pediatric Center, LLC",FL,STOPPED,Green,Green,Green,Green
153370235,Diversus Health Inc,CO,STOPPED,Red,Green,Red,Green
153370239,Community Counseling Center,MO,STOPPED,Green,Green,Green,Green
153363327,Assoc Of Univ Physicans,WA,STOPPED,Red,Green,Red,Green
153363329,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Red,Red,Red,Green
153349595,Millennium Anesthesiology Consultants,MO,STOPPED,Green,Green,Red,Green
153349594,WellStar Clinical Partner,GA,STOPPED,Red,Green,Red,Green
153345090,Forefront Telecare Medical Services PC,WV,STOPPED,Green,Green,Red,Green
153342838,Cho In Soon,VA,STOPPED,Green,Green,Red,Green
153338572,Comprehensive Rheumatology Care,TN,STOPPED,Green,Green,Red,Green
153338570,Sunshine Kids Pediatric Day Center,TX,STOPPED,Green,Green,Red,Green
153338567,CATHOLIC HEALTH INITIATIVES,CO,STOPPED,Yellow,Red,Red,Green
153331741,Speech Matters,NY,STOPPED,Green,Green,Red,Green
153331744,Radiology Physicians,OH,STOPPED,Green,Green,Red,Green
153331745,Alonso Medical Center PLLC,NV,STOPPED,Yellow,Green,Red,Green
153324778,Mcpherson Medical And Diagnostic,MO,STOPPED,Green,Green,Green,Green
153324779,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
153319613,Optimal Behavioral Support Svcs,LA,STOPPED,Green,Green,Green,Green
153317327,Community Medical Associates,KY,STOPPED,Green,Green,Red,Green
153317328,Amberwell Hiawatha Primary Care Clinic,KS,STOPPED,Green,Green,Red,Green
153310835,Southwest Health Center,IN,STOPPED,Green,Green,Red,Green
153310834,Dingler Psychological Services,GA,STOPPED,Green,Green,Red,Green
153310837,Eye Specialists Coun Blf,IA,STOPPED,Green,Green,Red,Green
153304212,St. Raphael Counseling,CO,STOPPED,Green,Green,Red,Green
153304214,Shelton Sports And Spine,CT,STOPPED,Green,Green,Red,Green
153297607,The Learning Center of Northeast Arkansas,AR,STOPPED,Green,Red,Red,Green
153290535,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
153276968,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
153275109,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
153269980,True North Health Navigation,CO,STOPPED,Green,Green,Red,Green
153269977,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
153258541,Physicians Group Svcs,FL,STOPPED,Green,Green,Red,Green
153253808,Autism Support Now,KS,STOPPED,Green,Green,Red,Green
153240972,Dermatology And Plastic Surgery Specialists,CA,STOPPED,Yellow,Green,Red,Green
153238852,Dignity Health Medical Network Santa Cruz,CA,STOPPED,Yellow,Green,Red,Green
153238854,Dignity Health Medical Network Santa Cruz,CA,STOPPED,Yellow,Green,Red,Green
153224716,MemorialCare Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
153212985,Barton Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
153193060,North East Medical Services,CA,STOPPED,Red,Red,Red,Green
153190408,Careconnect Health ,GA,STOPPED,Yellow,Green,Red,Green
153188318,Reform Health & Rehab LLC,CO,STOPPED,Red,Green,Red,Green
153182072,MemorialCare Medical Foundation,CA,STOPPED,Red,Green,Red,Green
153175875,Horizon Medical Group PC,NY,STOPPED,Yellow,Green,Red,Green
153169204,"Texas Physical Therapy Specialists, Inc.",IN,STOPPED,Red,Green,Red,Green
153169203,WHITE WILSON MEDICAL CENTER PA,FL,STOPPED,Green,Green,Red,Green
153169200,"Marshside Medical, LLC",GA,STOPPED,Green,Green,Red,Green
153169211,Regal Medical Group,CA,STOPPED,Yellow,Green,Red,Green
153169209,WHITE WILSON MEDICAL CENTER PA,FL,STOPPED,Green,Green,Red,Green
153163272,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Yellow,Green,Red,Green
153157225,Eastern Maine Healthcare Systems,ME,STOPPED,Yellow,Green,Red,Green
153157217,Northern Light AR Gould Hospital,ME,STOPPED,Red,Green,Red,Green
153157215,Mahaska Health Partnership,IA,STOPPED,Green,Green,Green,Green
153150726,Verity Health,NATIONAL,STOPPED,Red,Green,Red,Green
153150731,CONVENIENTMD LLC,ME,STOPPED,Red,Green,Red,Green
153138576,MVHE INC,OH,STOPPED,Red,Green,Red,Green
153138575,MemorialCare Medical Foundation,CA,STOPPED,Red,Green,Red,Green
153138573,Phoebe Physician Group,GA,STOPPED,Red,Green,Green,Green
153138581,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Yellow,Green,Red,Green
153138580,University Physicians Association,TN,STOPPED,Yellow,Green,Red,Green
153135070,TIOPA,TX,STOPPED,Red,Green,Red,Green
153130010,Mind and Motion LLC,GA,STOPPED,Green,Green,Green,Green
153122076,Maximum Functional Performance,KS,STOPPED,Red,Red,Red,Green
153122077,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Red,Green,Red,Green
153114831,University Physicians Inc,CO,STOPPED,Red,Red,Red,Green
153114837,University Physicians Inc,CO,STOPPED,Red,Red,Red,Green
153114832,"Amboy Medical Practice, PC",NY,STOPPED,Red,Green,Red,Green
153104744,"Gundersen Lutheran Medical Center, Inc",WI,STOPPED,Green,Green,Red,Green
153098855,"Gundersen Lutheran Medical Center, Inc",WI,STOPPED,Green,Green,Red,Green
153093242,Greater Baltimore Medical Center,MD,STOPPED,Red,Green,Red,Green
153093240,Quantum Healthcare Med Assoc,CA,STOPPED,Yellow,Green,Red,Green
153093236,St Tammany Community Health Ctr,LA,STOPPED,Green,Green,Red,Green
153081991,"Middle Tennessee Emergency Physicians, PC",TN,STOPPED,Red,Green,Red,Green
153076534,Pierce County Alliance,WA,STOPPED,Yellow,Green,Red,Green
153072685,Hi-Desert Memorial Hospital,CA,STOPPED,Red,Green,Red,Green
153070844,Rebylt,LA,STOPPED,Yellow,Green,Green,Green
153070846,"Mathias Masem, M.D.",CA,STOPPED,Red,Green,Red,Green
153067798,Wea Ca PC,CA,STOPPED,Red,Green,Red,Green
153065744,Psychbright Health,CA,STOPPED,Red,Green,Red,Green
153062043,Sonoma County Indian Health Project,CA,STOPPED,Red,Green,Red,Green
153062042,Pediatric Academic Association,OH,STOPPED,Green,Green,Red,Green
153060311,Ton-That Han MD PC,VA,STOPPED,Yellow,Green,Red,Green
153060306,Diversus Health Inc,CO,STOPPED,Red,Green,Red,Green
153049621,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
153046471,Hudson Headwaters Health Network,NY,STOPPED,Red,Yellow,Red,Green
153044846,Northside Surgical Professional Services,GA,STOPPED,Red,Green,Red,Green
153043257,"ONPOINT MEDICAL GROUP, LLC",CO,STOPPED,Green,Green,Green,Green
153043248,UC Irvine University Physicians & Surgeons,CA,STOPPED,Yellow,Green,Red,Green
153041698,Culex Wellness,MD,STOPPED,Green,Green,Red,Green
153040182,Rad Assoc of Fredricksburg,VA,STOPPED,Yellow,Green,Red,Green
153040176,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
153034253,Sante Physicians IPA Medical Corp.,CA,STOPPED,Yellow,Green,Red,Green
153032861,Beacon IPA,NY,STOPPED,Green,Green,Red,Green
153032860,Vantage,NY,STOPPED,Red,Green,Green,Green
153032863,Childrens Specialty Group,WI,STOPPED,Green,Green,Red,Green
153029185,CMH Professional Group,MO,STOPPED,Red,Red,Red,Green
153029184,Lower Valley Hospital Association dba Family Health West,CO,STOPPED,Yellow,Green,Yellow,Green
153027909,UC Irvine University Physicians & Surgeons,CA,STOPPED,Green,Green,Red,Green
153025508,BLESSING HOSPITAL,MO,STOPPED,Yellow,Green,Red,Green
153021970,County of Ventura,CA,STOPPED,Yellow,Green,Red,Green
153021969,Lower Valley Hospital Association dba Family Health West,CO,STOPPED,Yellow,Green,Yellow,Green
153021966,University Physicians Inc,CO,STOPPED,Red,Red,Red,Green
153020803,Froedtert And Mcw Community Physicians,WI,STOPPED,Red,Red,Red,Green
153020810,Froedtert And Mcw Community Physicians,WI,STOPPED,Red,Red,Red,Green
153020809,Froedtert And Mcw Community Physicians,WI,STOPPED,Red,Red,Red,Green
153020814,Trinity Health of New England Medical Group Inc.,CT,STOPPED,Yellow,Green,Red,Green
153020804,"VitalMD Group Holding, LLC",FL,STOPPED,Yellow,Red,Green,Green
153019713,ECGJ Anesthesia,CO,STOPPED,Green,Green,Red,Green
153018532,Emory Healthcare Network,GA,STOPPED,Red,Green,Red,Green
153015659,PROSPECT MEDICAL GROUP,CA,STOPPED,Green,Green,Red,Green
153014763,Delmarva PT Services,MD,STOPPED,Green,Green,Red,Green
153013992,Riverview Health Physicians,IN,STOPPED,Green,Green,Red,Green
153013985,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
153011224,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
153012193,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
153012187,HERITAGE PROVIDER NETWORK INC,CA,STOPPED,Green,Green,Red,Green
153009739,Stepping Stone Chiropractic PC,VA,STOPPED,Green,Green,Red,Green
153009740,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Red,Green
153009742,Coalition of Athens Area Physicians (Caap),GA,STOPPED,Green,Green,Green,Green
153008534,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Yellow,Green
153008536,Aids Healthcare Foundation,CA,STOPPED,Green,Green,Red,Green
153008528,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CENTER,NY,STOPPED,Green,Green,Red,Green
153008531,SELECT PHYSICAL THERAPY HOLDINGS INC,CO,STOPPED,Green,Green,Yellow,Green
153004988,"Quincy Physicians & Surgeons Clinic, PLLC",MO,STOPPED,Yellow,Green,Red,Green
153003783,"Zoe Center for ABA and Development Services, LLC",GA,STOPPED,Green,Green,Green,Green
153003782,Culex Wellness,MD,STOPPED,Green,Green,Red,Green
153002411,Universal Healthcare Services,CA,STOPPED,Green,Green,Red,Green
153002418,CATHOLIC HEALTH INITIATIVES,CO,STOPPED,Yellow,Red,Red,Green
153003021,Resilience Behavioral Health,WA,STOPPED,Green,Green,Red,Green
153001868,Refresh Nutrition Incorporated,TN,STOPPED,Green,Green,Red,Green
153001869,Free Clinic Of Powhatan,VA,STOPPED,Green,Green,Red,Green
153001870,Radiology Physicians,OH,STOPPED,Green,Green,Red,Green
153001389,"PHYSIOTHERAPY ASSOCIATES,  INC.",IA,STOPPED,Green,Green,Yellow,Green
153001390,Meridian Med Grp Prim Care,NJ,STOPPED,Green,Green,Red,Green
153000272,Cumberland Family Medical Center,KY,STOPPED,Green,Green,Red,Green
152999639,Northside Emergency Associates PC,GA,STOPPED,Green,Green,Red,Green
152999260,Color The Spectrum,CA,STOPPED,Red,Red,Red,Green
152998397,Shopko 4300,WI,STOPPED,Green,Green,Yellow,Green
152997588,Spiritual Journey Counseling,LA,STOPPED,Green,Green,Green,Green
152997334,Project Health,FL,STOPPED,Green,Green,Green,Green
152997081,Frederick Ferris Thompson,WNY,STOPPED,Green,Green,Red,Green
152994900,St. Raphael Counseling,CO,STOPPED,Green,Green,Red,Green
152994675,1st Choice Healthcare,AR,STOPPED,Green,Green,Red,Green
152994370,HOUSE CALL Medical Services of New York,NY,STOPPED,Green,Green,Red,Green
152982156,Upper Valley Professional Corp,OH,STOPPED,Yellow,Green,Yellow,Green
152966278,Great Mines Health Center,MO,STOPPED,Green,Green,Green,Green
152747859,Texas Quick Care LLC,TX,STOPPED,Green,Green,Red,Green
152657142,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
152654916,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
152646060,"Shakespeare Operating, LLC DBA Bronx Treatment Center",NY,STOPPED,Yellow,Green,Red,Green
152618885,Mokscare Family Medicine,KS,STOPPED,Green,Green,Red,Green
